Region,Soil_Type,Soil_pH,Organic_Matter_%,Rainfall_mm_per_year,Temperature_C_avg,Climate_Zone,Irrigation_Level,Soil_Fertility,Growing_Season_days,Yield_tons_per_hectare,Best_Crop
North America,Loam,6.384733066204838,1.1698796370261326,639.5595431527597,18.12311522203456,Continental,Low,High,101,11.653152044414801,Corn
Africa,Loam,6.304054433776481,3.915756800420629,550.881217677089,16.19905275518957,Temperate,High,Low,167,11.89029403234031,Barley
North America,Sandy,5.52579493957905,3.1611976270459987,540.498072003554,16.210719019970618,Tropical,High,High,129,12.656217209939559,Barley
Europe,Loam,5.776030974040103,1.3241544418602271,984.8668565983563,17.818202656408797,Temperate,Medium,Low,128,10.62518446993916,Barley
North America,Sandy,6.140054633124784,2.905845084957598,781.9251937763117,24.886592580321647,Temperate,Medium,High,90,16.538476324548235,Corn
Africa,Loam,6.645285706231169,2.026973985239032,610.8986240114538,16.05429185803699,Tropical,High,High,128,12.165166573852275,Barley
South America,Loam,6.8474034670843125,4.069995322362821,823.5769012206711,19.143245035981906,Temperate,High,Medium,141,15.639210521970327,Wheat
North America,Loam,6.6711274575866035,3.165497683629753,792.2572353239318,19.730475754971305,Continental,Medium,Medium,109,13.221675259826197,Wheat
North America,Loam,6.54642610994175,2.0871460643205166,876.0396738306788,19.101967511069123,Dry,High,High,95,13.861650757983062,Corn
Asia,Sandy,6.174605672934973,4.766307410935735,584.1215085801292,25.05351082293055,Dry,High,Medium,126,16.424228690791416,Soybean
Africa,Sandy,6.851325804414146,2.5837489047837994,594.7261584668215,26.150002863595752,Tropical,Low,Low,138,12.290531261192116,Soybean
South America,Clay,7.438643624568358,2.5113568549087466,1017.4713651431929,21.090125460662826,Tropical,High,Low,143,13.93407282480124,Soybean
Africa,Loam,5.7126745946964546,1.4565598772385284,799.7706421849073,16.389660035021862,Tropical,Medium,Medium,134,10.484052874287972,Barley
Africa,Clay,6.960984954964599,1.5414217398931362,528.9104993775422,8.625566180888189,Continental,Medium,Medium,130,7.168588605851162,Barley
Asia,Clay,6.851242619196487,1.1523452023972771,632.2813694072272,17.48221687091314,Tropical,High,Low,93,11.4104761041312,Barley
Europe,Sandy,6.856783771006026,3.371083763480739,1038.1097188687193,21.36257912910455,Dry,Low,High,107,14.8662995673741,Corn
South America,Sandy,6.728800014862648,3.094653664218443,735.1412566365516,24.669725830508682,Continental,High,High,135,16.305141584628057,Corn
South America,Clay,5.890394329143765,3.713964674602325,1097.8226216656578,13.040268796484218,Temperate,Medium,High,147,13.86684460465051,Barley
Asia,Loam,6.661290451819268,4.743748992994238,887.1950779000092,7.338769573901573,Temperate,Low,Medium,131,11.92218675016466,Barley
North America,Loam,6.720754990636655,1.0964407736346673,783.3239711123069,10.343115696034808,Tropical,Medium,Low,133,8.831831680235366,Barley
Asia,Loam,6.385154691865631,1.1934508441951235,541.4749305695475,17.33915718436405,Dry,High,Medium,100,10.826802909587014,Barley
Europe,Clay,7.068810946425595,3.39425197287104,1041.6695635147125,22.22099163645336,Tropical,Medium,Medium,144,16.440708365674286,Rice
North America,Loam,5.8696767958940494,1.2383483894125749,1020.585546548532,29.676601682992022,Temperate,High,High,176,17.152107743441082,Rice
North America,Clay,5.826733516796841,1.7378362042395334,983.01894791659,19.442455864285282,Dry,High,Medium,118,13.535617221833883,Soybean
North America,Clay,6.265568200806081,4.3565864322830095,214.11026199954642,30.264860122508317,Continental,High,Medium,173,15.31953599957653,Soybean
North America,Sandy,7.335086019307489,4.1112449778338025,797.5975853401073,17.42495861822154,Continental,High,Low,130,13.34329221901142,Barley
Europe,Sandy,5.839774146438114,1.5077776550198907,709.0904562513111,18.90673361282482,Continental,Low,Medium,115,11.616189778542992,Soybean
South America,Sandy,5.785113110066231,2.528557899330277,1023.255132751023,21.595801450459952,Dry,High,Medium,167,15.483372799396673,Soybean
South America,Clay,7.031943149710358,2.6547147159410414,768.2128529342438,17.90764484741402,Dry,High,Low,173,12.161343452348195,Barley
Europe,Clay,6.130727486532235,2.572588517976061,811.7174275084707,27.650975994316756,Continental,High,Medium,102,16.5444143313691,Soybean
Africa,Sandy,6.593857751970954,2.9003594914670723,924.1495110558848,25.20094282396376,Continental,Medium,Medium,152,15.6396025308677,Rice
Europe,Loam,7.423231614092331,3.920973337431472,1089.4070919842407,25.97047624973076,Dry,High,High,177,18.316858199105763,Rice
Europe,Sandy,5.8895469953744515,4.241872868861864,765.9398068978747,20.19780379127281,Dry,High,High,149,16.383045847546654,Corn
North America,Sandy,6.3316371360368215,3.194353660218754,856.589236901497,16.02221466029559,Temperate,Low,Low,166,11.857290479701671,Barley
South America,Clay,6.838438059849733,2.935210159442589,683.6435933215892,14.130600177955138,Temperate,High,Low,112,11.331627083276327,Barley
Asia,Loam,6.640573877462781,1.8404287716494072,826.4675654706729,32.84953517737667,Dry,Low,Low,136,14.780435563622794,Wheat
North America,Clay,6.634781888312147,4.184974437825549,975.8834082274807,14.613119615076208,Dry,Medium,High,179,14.062286829202696,Barley
Europe,Loam,6.52741571043061,2.152738103838118,807.8309183626249,29.047574592593033,Continental,Low,Medium,130,14.538498813213826,Wheat
North America,Sandy,7.382948475012131,1.697637068445998,812.8334251249348,18.199470236809066,Tropical,Medium,Medium,113,11.73739347680442,Soybean
North America,Clay,6.676187275210894,2.2643107353730563,734.3034057178933,14.720370932445784,Tropical,Low,Low,108,9.891430566140917,Barley
North America,Sandy,5.82924102647301,1.7246874034000803,634.5302000719295,14.145140606391937,Continental,Medium,High,144,10.235463992394113,Barley
Africa,Clay,5.67557647411632,1.6873178414306338,396.2492586833419,16.374516395129113,Tropical,Medium,Medium,119,9.643462910685825,Barley
Europe,Clay,7.226959789825626,2.2352091013984614,482.2105434167781,27.400543959773078,Continental,Low,Low,115,13.571202562186977,Soybean
Asia,Loam,6.776977569598271,2.2789727816307797,504.1111553720552,18.01243680545069,Temperate,Low,Low,98,9.58957385558002,Wheat
Africa,Loam,7.323451753825552,1.1611557829381685,437.35334279939093,14.706947047354005,Dry,Low,Low,160,7.124402264448946,Barley
Africa,Loam,6.883311303733083,4.862555901067202,461.4636768978126,23.464278779089057,Tropical,Medium,Medium,144,14.903965511799207,Wheat
Europe,Sandy,6.952222518689274,2.467845628028802,1185.2415125465154,14.760889729361539,Temperate,Low,Low,171,12.005278398339273,Barley
Africa,Loam,7.124155222017358,4.300845485038524,596.6878241975301,24.10727214626703,Temperate,High,High,104,16.179105367559348,Corn
Europe,Loam,5.62486265455556,2.944694616419532,498.36242912921426,14.215107624288539,Dry,High,Medium,140,10.506599694253838,Barley
South America,Loam,7.323637257372184,1.390030769855501,577.1907099676014,16.496736728277227,Temperate,Low,High,95,10.888323222712135,Barley
Africa,Clay,5.987142251729264,2.224188664915086,572.0616589905585,23.5913720348723,Tropical,High,Low,117,12.90374511720225,Soybean
North America,Clay,7.123892469275766,4.78299880890372,862.4756420933144,26.015239261029624,Continental,Low,Medium,175,17.131060902443124,Soybean
North America,Loam,6.793674457852762,3.499918993504141,647.9653889769559,20.88958403504936,Tropical,Low,Low,92,12.2047737861821,Wheat
South America,Loam,6.303586270218849,3.311311886045743,1161.303242132402,25.483503160541524,Tropical,High,High,148,19.312597803545966,Rice
Europe,Loam,7.177707723808138,3.6840519221316392,681.385573113554,21.573531537772343,Continental,Low,High,150,14.762327364641273,Corn
South America,Loam,6.762751955286753,2.0822370259519656,736.9826537611783,20.363623137016436,Temperate,Medium,Medium,92,12.853437605584004,Wheat
Africa,Sandy,5.612324019806627,2.022556375181446,782.2841938360664,20.654467439718978,Temperate,Low,Medium,167,12.666310926382085,Soybean
Africa,Loam,6.826292497950417,3.3814654806274906,373.48087476903277,19.092754653762416,Dry,Low,Low,173,10.247234653210223,Wheat
Africa,Sandy,6.053739938984025,1.1842522547279097,631.5005017266598,22.01595605380261,Tropical,Medium,High,93,11.70044719636209,Corn
Europe,Loam,5.609465413849971,1.8169684254737155,829.0127491918763,18.85830832350279,Tropical,Low,Low,158,11.566035537154342,Wheat
Asia,Sandy,5.740727152419972,1.2704189978895326,657.0638646019137,22.606399525069072,Temperate,Low,High,107,12.121681160745437,Corn
Europe,Sandy,5.968998955348187,3.997516066896624,953.4952145040065,24.32963309152551,Temperate,High,High,149,18.26511316626205,Rice
Asia,Loam,6.182488899515441,2.776733627513466,1050.5685268854968,17.758876918499254,Temperate,Medium,Low,128,13.401390868883999,Barley
Asia,Loam,7.477681082607326,2.9329283035017406,833.2218287875769,18.937855350447666,Temperate,High,Medium,96,14.74591553328854,Wheat
Asia,Sandy,5.513964523760697,2.6139238761079984,604.9267945443501,26.517539659673794,Continental,Medium,Low,140,13.628833970042146,Soybean
North America,Clay,6.37729500049211,4.909985032835573,576.7190440099936,16.911612556192015,Dry,Low,High,118,12.761469211029315,Barley
North America,Sandy,6.14080257228043,1.657147373089637,588.7344001388517,14.707481395020938,Temperate,Medium,Low,145,9.339813478440323,Barley
North America,Sandy,6.975760830337485,1.5560088207963108,622.9502627751555,19.53829318504074,Continental,Medium,High,150,11.575651892949752,Corn
Asia,Sandy,6.507416774168141,4.513663452179847,810.704559579809,21.214686772128537,Continental,Medium,High,157,15.859569600912007,Corn
North America,Clay,6.809450696996886,2.6448162688474164,1115.9880215886892,26.271567664693194,Temperate,Medium,Low,90,15.976865923995028,Rice
Africa,Clay,7.401637319832863,1.8395905183449228,675.5744325486571,17.23156128985168,Temperate,High,Medium,168,11.751935143328595,Barley
South America,Sandy,7.1583012805682795,3.0325668746607772,882.4218322040573,20.168626958810638,Dry,High,Low,127,14.830291874926967,Soybean
Africa,Clay,7.376128279136262,4.670589111617733,723.9185485178308,18.34510913193197,Dry,High,High,92,15.629323742640999,Corn
North America,Loam,6.211915546941281,1.5940271265747232,978.9060434777034,25.18043825523128,Tropical,Low,Low,119,13.012395932586845,Rice
South America,Sandy,6.099795185989072,3.5711802820252365,677.1353711807411,16.451055038832326,Temperate,Low,Low,145,11.555497215159873,Barley
North America,Sandy,5.719726227481566,4.534735870751959,1300.923336054314,17.376687964665983,Continental,Medium,High,104,17.592239190094507,Barley
Europe,Loam,6.95057416870911,2.441576160216445,1022.5740281536994,21.192404056819655,Continental,Medium,High,127,15.53130016290666,Corn
Europe,Sandy,5.746494916265103,2.230716357911794,518.5915572915151,19.964775072597227,Continental,Low,Low,170,10.259158605282169,Soybean
Europe,Sandy,7.268957455193519,3.2159730220125238,863.9049341565911,28.268086342461423,Temperate,Medium,Medium,106,16.43760719497976,Soybean
Africa,Sandy,6.666255646905738,3.3158612811832175,714.1872246197084,20.00355060782982,Temperate,Low,Low,98,12.136965915529306,Soybean
Africa,Loam,6.023502200268965,3.4969629479900726,1190.6606511491982,19.356323302360384,Dry,High,Low,142,14.652371804566346,Wheat
South America,Sandy,6.226510703351621,4.175740533807405,896.6126718522647,25.75564702979095,Continental,High,High,96,17.94083398806829,Corn
South America,Sandy,6.847512459568179,2.801401543123171,775.1145353787163,17.154863188624034,Temperate,Medium,Low,118,12.892566428933424,Barley
South America,Loam,6.469379033872615,1.1074706161797412,664.3386534969608,21.148207081949348,Tropical,Medium,High,173,12.091157121480872,Corn
North America,Sandy,7.295910432370039,3.1001973609815385,623.1683040112464,7.057916838979001,Temperate,High,Medium,102,10.279956518877878,Barley
South America,Clay,6.601320918473128,1.6125780003358248,1000.7603096664959,24.80152398140735,Tropical,Medium,Medium,148,15.265562955056772,Rice
North America,Loam,6.796929113800474,1.2737628369705045,427.91040001513863,24.321218073671133,Continental,Medium,Medium,153,11.935820572884307,Wheat
Africa,Loam,5.676268861953383,4.107193748834523,1016.8859154768793,24.267107257460577,Continental,High,High,148,17.965623387658347,Rice
Africa,Loam,5.7382130717534325,1.5621885119821717,964.6388205385773,23.415954551826562,Dry,High,Medium,159,15.212805666040525,Rice
Asia,Sandy,5.885741137379228,1.3708592432410796,424.65625386345266,24.49069860408318,Dry,High,Medium,123,11.829466856712749,Soybean
Europe,Clay,6.464548000163087,1.2292412400419472,916.0197683270413,22.71728230477053,Temperate,Low,Low,131,12.180078867026928,Rice
Europe,Clay,5.867569330215803,2.3135419984664214,579.5460519088289,21.828242933279522,Tropical,High,Medium,100,12.78403617523174,Soybean
Europe,Loam,6.538625385284607,1.790223622713913,388.40664932064897,21.78108354907231,Continental,Low,Medium,173,11.12664774893357,Wheat
Asia,Sandy,6.1940046708244,4.731470760506532,652.1962206002064,22.217618692312076,Temperate,Medium,Medium,177,14.160378965830688,Soybean
Europe,Sandy,6.172646788540667,4.682143540410219,794.0516691689232,17.269444986307153,Temperate,Medium,Medium,95,15.018495751967205,Barley
North America,Clay,6.466996170213608,2.7165979678332874,872.129578287159,13.165708183595868,Continental,Low,Medium,145,11.579922357704852,Barley
South America,Sandy,6.255988077252306,4.924726235175369,943.5586990247625,17.322890613333257,Continental,Medium,High,114,16.44321402964888,Barley
Asia,Loam,6.1923937733606556,3.6151470044978464,757.4842744022864,25.003313525791718,Tropical,Low,Medium,177,15.142382254354676,Wheat
Africa,Clay,6.533255183708551,2.138401529218724,837.2026756398188,25.302961679911835,Continental,Low,Medium,178,14.718734861491113,Soybean
Africa,Clay,5.691281392047432,2.67654469776822,516.7545888414709,16.26310885626854,Dry,Medium,High,97,11.338259425870648,Barley
Asia,Sandy,6.1865509781288965,4.408193663218771,476.8226425179054,21.49823843918674,Continental,Low,Medium,147,12.689909530027688,Soybean
North America,Clay,6.1917177159505385,1.140860694102094,806.9249477518492,25.333594150271633,Tropical,Low,Medium,149,13.186434968557368,Soybean
Europe,Loam,6.043100910354971,2.2648604902533203,922.6118351532651,15.692976826085145,Tropical,Low,Low,104,11.514689473718548,Barley
South America,Sandy,7.491021936031733,2.801107241766363,1025.474802089111,21.57276085268385,Temperate,Low,High,129,15.409411007019703,Corn
Africa,Loam,5.517554423895859,2.5285316353039513,682.6433940981029,24.971680399389644,Dry,Medium,Low,98,13.857338834722349,Wheat
South America,Loam,6.47623508686747,4.25225118885648,815.9602968117466,18.840869153787622,Tropical,Medium,Medium,164,13.770764103458761,Wheat
Asia,Clay,7.347329675099306,4.990072524690699,912.1785445363612,13.733044143879226,Continental,Low,Low,132,12.997546327766898,Barley
Africa,Sandy,5.978029069331887,3.515491587952702,962.2407055725347,14.97073217625518,Dry,Medium,High,98,13.260161603455867,Barley
Africa,Sandy,6.047977563086036,3.3722247598694306,1212.1645602270692,22.856238297942486,Temperate,High,High,130,17.92507688284403,Rice
South America,Clay,6.209594579312777,2.599932073174274,691.5383327748764,13.64289611437432,Continental,Low,Medium,177,10.381309665350479,Barley
North America,Clay,6.012826055397884,4.735911896578077,927.2310970078871,11.88233307800797,Temperate,Medium,High,120,13.577982377053578,Barley
North America,Clay,7.2287325329119465,2.8275522869490675,1017.7393117235391,26.690127013144256,Dry,Low,Medium,153,16.34214552175869,Rice
South America,Clay,7.493618361362218,2.7074333151803582,958.2059719915807,22.056979385791806,Continental,High,Medium,165,14.27472392172515,Rice
South America,Loam,7.443690602650969,3.0504609764127997,1063.9271324487438,16.75086557251282,Temperate,High,Medium,168,14.627348230220655,Barley
Europe,Clay,5.758142493861763,2.191437593560845,609.7461213723396,16.980549421721072,Tropical,Low,High,141,11.96685994039144,Barley
Asia,Clay,6.919342687009049,4.934846332836607,711.569005952696,19.505542838015373,Tropical,Low,High,140,15.345224120156455,Corn
Africa,Sandy,5.658426300016742,1.1882335178400756,1055.7247776102295,23.268134439934826,Continental,Low,High,147,14.660735628253684,Rice
Africa,Clay,6.365679842114345,3.142169892391193,578.4116658170008,21.978994243548737,Dry,High,High,99,14.631267922039973,Corn
Europe,Sandy,7.424116997882703,3.03583616168819,935.4363373450094,20.912646401987192,Dry,Medium,High,109,15.866031734984265,Corn
Africa,Sandy,7.141183578648296,2.5690681660941883,823.5717304495096,23.43949983997955,Temperate,High,Medium,129,15.825327607619531,Soybean
North America,Sandy,6.285818671209786,2.034843789662538,1164.698293859888,18.810496241154123,Dry,Low,Medium,176,14.156403979155046,Soybean
North America,Loam,6.015263997527058,2.7997746970754385,1046.1120857738413,18.39768725120178,Continental,High,Medium,108,14.802068130937995,Wheat
Europe,Sandy,5.707512687071713,2.18168814525506,784.7220727466333,19.26240217690972,Dry,Medium,Low,131,12.590994438061896,Soybean
North America,Loam,6.5277330514265435,4.186579476060553,678.0030756962913,19.68815330281673,Tropical,Low,High,165,14.056893322162386,Corn
South America,Sandy,5.518174069902432,3.593190109195206,456.58761031159025,20.161651163977872,Tropical,Low,Low,175,11.452478717364706,Soybean
North America,Clay,6.666211514559796,3.872056712508006,788.4964493989074,25.285081414740677,Dry,High,Low,160,15.725049335592571,Soybean
South America,Clay,5.987990604704945,4.866936910140432,999.526415384049,18.566028821308652,Continental,Medium,High,124,16.862392280531797,Corn
South America,Loam,6.04694903074996,3.945892698476291,1379.303721103949,29.754259011839647,Continental,Low,Medium,127,19.915063985301188,Rice
South America,Loam,5.513593097172223,4.055426000800856,815.7586036415692,20.836812267558514,Continental,Low,Low,107,13.635247856153109,Wheat
South America,Clay,5.515533284307938,2.968368041400392,1103.3484576243554,19.602363661459005,Tropical,High,Medium,134,14.37530374381273,Soybean
Asia,Loam,5.767556289987936,4.81322867032949,503.188667015133,18.95765894729796,Temperate,Medium,High,156,14.039173383919511,Corn
Europe,Loam,5.927085708980683,2.644577345919948,646.4341469585605,15.076726075763688,Tropical,Medium,Medium,163,10.774588710700263,Barley
Europe,Loam,7.409332713758138,4.200550331008303,858.7297547726141,19.663852189245066,Tropical,High,Low,129,14.109571881691025,Wheat
South America,Sandy,6.874468686921366,2.25133679009688,1071.9775093176816,17.953457629521395,Continental,Low,Medium,170,13.84995652342054,Barley
Europe,Clay,7.032490945520758,2.2163785438851353,1044.0565792835434,14.616604362644932,Tropical,Low,Medium,144,12.308680969119319,Barley
South America,Sandy,6.415926428979071,2.587157301658337,859.7308896518981,25.701567075013042,Continental,High,High,169,17.828284105172965,Corn
Africa,Loam,6.6386099688244045,3.526889673306336,988.236373283994,20.95948867936518,Dry,Low,Medium,123,14.630960573436152,Wheat
Africa,Loam,6.145619586895701,2.032430572693659,789.7160891186317,20.08727732626328,Tropical,Medium,Medium,114,12.228656693535864,Wheat
South America,Loam,5.712427655176913,4.103509017878772,880.8425730554665,23.579363723454797,Dry,Low,Low,91,14.888653048542004,Wheat
South America,Sandy,6.557414639768105,1.1375074334069009,959.1711259308091,17.01685470694135,Tropical,Low,Low,127,11.859887658028187,Barley
Africa,Sandy,6.364021117860725,4.996197992414579,591.4921105034232,15.484683804519978,Temperate,High,High,176,12.913994407375327,Barley
North America,Sandy,5.650557433303347,1.4495881087040519,1208.413930585576,22.12797126731398,Dry,Low,High,116,15.894152949276933,Rice
Asia,Loam,7.142284849440695,4.877963597624713,739.1704928624393,15.0813694766949,Temperate,High,Low,115,14.505704145326385,Barley
Africa,Clay,7.078192223297513,3.411571530421741,853.6549879579053,13.132218040339357,Tropical,Medium,High,100,11.730701232190787,Barley
Europe,Clay,6.195564806097774,1.0865822453879344,707.4087794783056,13.038619095720478,Temperate,High,High,125,11.061548040940517,Barley
Europe,Loam,7.003589174734513,3.3534627568706266,1014.3859730423594,24.177122359465244,Dry,High,High,152,17.125942428550427,Rice
North America,Clay,6.353789455646606,2.876099758871534,666.3309610306396,19.69462164323812,Temperate,Medium,Low,150,12.378285378253615,Soybean
Europe,Loam,6.899068515231048,2.2277242919249303,768.0869436015897,22.86736493472603,Temperate,Low,Medium,115,13.646941546509927,Wheat
Africa,Clay,7.238704601984695,3.9473058230060163,799.0756622192955,21.85403592770843,Dry,High,Low,179,14.476281759091362,Soybean
Europe,Loam,6.008518321977861,3.5241975730808823,497.4086466799465,14.023416009047068,Continental,Low,Low,174,10.131100419955015,Barley
South America,Clay,5.682706485447111,4.026586197409595,919.3517292603699,9.881730109939165,Temperate,High,Medium,118,12.90299929410817,Barley
Africa,Clay,5.534996427974777,1.1960185798850942,878.8793048365683,25.748360094393735,Tropical,Medium,High,127,15.224007885674189,Corn
Africa,Sandy,5.553216732155368,3.9409140724063842,489.69755018821417,23.310259173792367,Tropical,Low,Low,132,12.846347298244313,Soybean
Africa,Sandy,5.759714026835762,3.704782985426157,958.229342302506,15.653738223920417,Temperate,High,Medium,116,14.079611983951256,Barley
Europe,Loam,7.0629241775094185,3.8131089109298064,1173.444840862463,26.216171652397318,Temperate,Medium,Low,176,17.56902207083988,Rice
South America,Loam,5.566847144871008,3.31917137533182,1004.9895112327526,20.997426497214565,Continental,Low,Low,92,13.939038502471666,Wheat
North America,Clay,7.342287760361684,4.904344096798287,731.7343760472946,19.94224350886676,Continental,Low,Medium,169,14.697284720288046,Soybean
North America,Clay,6.48681340082679,4.646531654833902,647.0056493242806,25.12693282271981,Dry,High,Low,158,15.26037625373663,Soybean
North America,Sandy,7.25749304735386,1.786668929561229,466.93818426447257,18.54239344541252,Temperate,High,Medium,137,11.47198044165586,Soybean
South America,Clay,7.136615635350606,2.342729602571367,853.1233986345067,16.128769432214874,Tropical,Low,Low,144,10.950509054482703,Barley
Europe,Clay,5.695220076217983,1.6673943128223105,571.2881080468999,22.708228439252963,Dry,Low,Low,125,10.688190722805464,Soybean
Europe,Clay,6.521040522597689,1.5623676726934623,701.1585090313448,18.696150768719658,Temperate,Medium,Low,167,10.245250319410058,Soybean
Europe,Sandy,7.097111676261198,1.4281165368441524,581.8206820054463,23.971505659885032,Temperate,Medium,Medium,172,12.685294230415321,Soybean
South America,Sandy,5.696689843180426,2.7970981878265992,864.0737128585483,20.67623270175616,Dry,Medium,High,132,14.372575495031311,Corn
Europe,Sandy,7.251370255172212,2.085723457104213,704.2027905848769,31.46605502849662,Tropical,Medium,Low,118,15.825999856124193,Soybean
Asia,Sandy,7.296292889640202,4.741699297794137,967.8698228463204,15.478470932526708,Dry,Low,Medium,92,14.029008675152681,Barley
North America,Clay,7.4987006009444,1.8457250319956446,958.3718620776135,17.146797848999437,Temperate,Medium,Medium,157,13.5779044636194,Barley
South America,Sandy,6.043435197796359,4.263823157660827,633.0099263424645,17.0179429601556,Continental,Medium,Low,146,12.031900159673947,Barley
Africa,Clay,6.332321892812315,1.66615405398908,805.6157548095981,20.521139695642038,Tropical,Medium,Medium,133,13.448715167505686,Soybean
Asia,Clay,6.963745474573002,1.6958548236133546,975.3579109107906,28.88043640190032,Tropical,Medium,Low,178,15.167216827148904,Rice
Asia,Sandy,7.492448986089277,2.898134250489763,909.1573427064711,9.142142976197762,Temperate,High,High,113,12.794329056268609,Barley
Asia,Sandy,5.808831515078426,3.5070820776688874,736.9799327962628,21.677631128123565,Temperate,Low,Medium,141,13.691122154739132,Soybean
South America,Clay,6.1400322261747835,3.0241787696473463,937.2707110029066,15.80553662987132,Tropical,High,Medium,146,14.11719468370776,Barley
North America,Loam,6.370585448375268,3.1006155764465135,1048.582676480026,20.769650965495025,Continental,High,High,139,16.71381917223066,Corn
Asia,Sandy,5.96603792879367,4.252568017926902,1133.4764685877233,17.942644129310196,Dry,Low,Low,115,14.207119200065552,Barley
Asia,Sandy,5.558339784581486,3.1649528577353205,587.0133421683723,27.527411423556728,Tropical,Low,Medium,107,14.832839643191472,Soybean
Asia,Sandy,6.471771212379227,3.2634071496426875,798.5752775583327,20.890870423847176,Temperate,Medium,Low,95,13.25803504430384,Soybean
Asia,Loam,7.32968429970331,2.3416272539853877,1077.8048725925523,11.916433125259928,Tropical,Medium,Low,95,11.222564937801316,Barley
Asia,Loam,6.251642438015882,1.3965844491104957,585.0070744548364,20.622734010119274,Continental,High,Medium,102,11.369028016682115,Wheat
North America,Sandy,6.337847249585837,3.0690886790172422,765.7522087089902,20.988246514497533,Dry,Medium,Low,148,13.280851859650857,Soybean
Europe,Loam,5.5097368153110065,2.650712993516597,893.6486596143069,19.89911674149365,Dry,Medium,High,101,14.442898243868058,Corn
Africa,Loam,6.770529974718162,1.1662393930890342,684.7160847330313,22.234467888239415,Temperate,High,High,131,13.721199485606975,Corn
Europe,Loam,6.177013758850945,1.028367251097484,783.4569952207014,21.215458638303495,Continental,Medium,Low,127,11.467869218207177,Wheat
Africa,Loam,6.747487452175191,1.5360995772759671,1012.7886892456127,23.943924915636508,Temperate,Medium,Low,154,14.1075409835959,Rice
Africa,Loam,5.661339534782355,3.6893930705714593,689.7085383289844,20.120516132386737,Temperate,High,Medium,129,13.664137415609583,Wheat
South America,Clay,7.429857203003651,2.0941681160077477,672.4410189766943,10.11464513044822,Continental,Medium,Medium,135,9.913999670563038,Barley
Africa,Loam,6.831894332160928,4.290629873921709,944.5653789971025,20.55899579101694,Continental,High,High,94,17.251077458542966,Corn
South America,Clay,5.798763272452864,3.593027816311288,915.0121535100882,19.559380794966525,Tropical,Medium,Low,140,14.611550906266244,Soybean
Africa,Sandy,5.64579690374331,3.507331617660269,804.4205499699711,22.782108527292703,Dry,Low,Low,166,13.970713491562659,Soybean
Africa,Clay,5.501255033256912,4.85237652359121,834.6973946454177,15.585023882495584,Tropical,Medium,Medium,177,13.510663471539093,Barley
South America,Sandy,6.21213459823829,4.155655851863468,850.1384832045504,15.940129238532618,Continental,Medium,High,125,14.220430975234306,Barley
Europe,Clay,5.589018078552343,2.156546873675044,702.2483245241127,13.461977596598238,Continental,Medium,Low,179,8.860294877323838,Barley
Asia,Sandy,5.883342637660549,2.898177400634225,646.1277902543937,20.7429311454153,Dry,Low,Medium,170,12.79822183188643,Soybean
North America,Sandy,7.1638830833761045,2.614079969760845,363.3302163140445,26.043410054176515,Dry,Low,Medium,122,12.504055682933027,Soybean
Africa,Clay,6.555524130672895,3.2297638686543997,841.0029545741857,24.002769440433724,Tropical,High,High,163,16.047405163394558,Corn
Africa,Clay,6.603424744039934,2.426235684707555,695.8811644639095,22.430923957809696,Dry,Low,High,110,12.674985679767289,Corn
Asia,Loam,6.962020698278966,1.3064896079688109,441.65411603322775,19.900694760960498,Continental,Low,Low,142,9.195200465466941,Wheat
Europe,Loam,6.425220606513957,4.273202037757527,732.7323292730974,20.788774355801337,Tropical,Low,Medium,143,14.513191425442345,Wheat
Asia,Loam,6.53841394920692,1.937480362711502,604.3681310948875,15.409424137827404,Continental,High,High,147,11.663328075930949,Barley
South America,Clay,7.4782506382174665,2.060189149637133,848.2480496813458,25.0329785763885,Temperate,Medium,Low,175,14.540353011213051,Soybean
North America,Clay,6.10013416581088,1.6050571378507037,810.1072685585823,27.44901315785677,Tropical,High,High,120,15.532566440876762,Corn
Africa,Clay,6.8987694819747345,1.4480468522728227,919.7696014873216,27.548119799828388,Dry,Medium,Medium,148,15.979456951888382,Rice
Asia,Loam,7.013078334452482,1.380995735891478,691.6628795408639,21.704339225629134,Dry,Medium,High,103,14.243418456209406,Corn
North America,Loam,6.859943420178753,1.8114927036569384,752.80601699078,20.212851706895165,Dry,High,Low,99,13.170790187681213,Wheat
North America,Loam,5.99795379832273,2.489228394292191,704.8409111990197,15.86944004142729,Dry,Medium,Low,93,10.736368066370128,Barley
Europe,Loam,7.172879474752246,3.047754522727711,659.3757890668761,17.32879864018537,Dry,Low,Low,175,11.009177637384694,Barley
North America,Sandy,5.732663454266523,4.880467545673729,531.9855857752129,22.16108345379627,Temperate,Medium,High,133,14.85472662018321,Corn
North America,Clay,5.986885233530821,4.368774923492458,751.172016738134,15.738066169629482,Continental,Low,Medium,146,13.009982678719485,Barley
North America,Loam,7.03455835503126,4.70666221554748,457.1091892549686,20.78422121845739,Dry,Low,Medium,171,13.604010337964798,Wheat
Asia,Clay,6.631484052141802,1.0612423465076217,667.7686630691694,20.757716042162343,Tropical,Low,High,126,11.044456702037385,Corn
Asia,Loam,5.852879540940701,4.823612689552729,701.5548957292516,19.343826633153395,Dry,High,Medium,171,14.994182197248845,Wheat
South America,Sandy,6.7884260319792356,3.6028975373352012,355.1960355277429,25.313286453937632,Dry,High,High,156,14.564467310805398,Corn
